file_path,predicted_mos
Elise_audio/Elise-data-train-00000-of-00001_0.mp3,1.9541015625
Elise_audio/Elise-data-train-00000-of-00001_0.wav,2.107421875
Elise_audio/Elise-data-train-00000-of-00001_1.mp3,1.6474609375
Elise_audio/Elise-data-train-00000-of-00001_1.wav,1.8671875
Elise_audio/Elise-data-train-00000-of-00001_10.mp3,2.576171875
Elise_audio/Elise-data-train-00000-of-00001_10.wav,2.71875
Elise_audio/Elise-data-train-00000-of-00001_100.mp3,2.126953125
Elise_audio/Elise-data-train-00000-of-00001_100.wav,2.130859375
Elise_audio/Elise-data-train-00000-of-00001_1000.mp3,2.07421875
Elise_audio/Elise-data-train-00000-of-00001_1000.wav,2.27734375
Elise_audio/Elise-data-train-00000-of-00001_1001.mp3,1.162109375
Elise_audio/Elise-data-train-00000-of-00001_1001.wav,1.181640625
Elise_audio/Elise-data-train-00000-of-00001_1002.mp3,1.85546875
Elise_audio/Elise-data-train-00000-of-00001_1002.wav,2.3203125
Elise_audio/Elise-data-train-00000-of-00001_1003.mp3,1.912109375
Elise_audio/Elise-data-train-00000-of-00001_1003.wav,1.904296875
Elise_audio/Elise-data-train-00000-of-00001_1004.mp3,2.8359375
Elise_audio/Elise-data-train-00000-of-00001_1004.wav,3.076171875
Elise_audio/Elise-data-train-00000-of-00001_1005.mp3,1.759765625
Elise_audio/Elise-data-train-00000-of-00001_1005.wav,1.8662109375
Elise_audio/Elise-data-train-00000-of-00001_1006.mp3,2.0859375
Elise_audio/Elise-data-train-00000-of-00001_1006.wav,2.4453125
Elise_audio/Elise-data-train-00000-of-00001_1007.mp3,2.451171875
Elise_audio/Elise-data-train-00000-of-00001_1007.wav,2.62890625
Elise_audio/Elise-data-train-00000-of-00001_1008.mp3,2.7109375
Elise_audio/Elise-data-train-00000-of-00001_1008.wav,2.8046875
Elise_audio/Elise-data-train-00000-of-00001_1009.mp3,0.9560546875
Elise_audio/Elise-data-train-00000-of-00001_1009.wav,1.115234375
Elise_audio/Elise-data-train-00000-of-00001_101.mp3,2.23828125
Elise_audio/Elise-data-train-00000-of-00001_101.wav,2.357421875
Elise_audio/Elise-data-train-00000-of-00001_1010.mp3,2.255859375
Elise_audio/Elise-data-train-00000-of-00001_1010.wav,2.189453125
Elise_audio/Elise-data-train-00000-of-00001_1011.mp3,2.09765625
Elise_audio/Elise-data-train-00000-of-00001_1011.wav,2.005859375
Elise_audio/Elise-data-train-00000-of-00001_1012.mp3,2.01171875
Elise_audio/Elise-data-train-00000-of-00001_1012.wav,1.9755859375
Elise_audio/Elise-data-train-00000-of-00001_1013.mp3,2.44921875
Elise_audio/Elise-data-train-00000-of-00001_1013.wav,2.5
Elise_audio/Elise-data-train-00000-of-00001_1014.mp3,3.287109375
Elise_audio/Elise-data-train-00000-of-00001_1014.wav,3.451171875
Elise_audio/Elise-data-train-00000-of-00001_1015.mp3,2.49609375
Elise_audio/Elise-data-train-00000-of-00001_1015.wav,2.705078125
Elise_audio/Elise-data-train-00000-of-00001_1016.mp3,2.677734375
Elise_audio/Elise-data-train-00000-of-00001_1016.wav,2.916015625
Elise_audio/Elise-data-train-00000-of-00001_1017.mp3,1.244140625
Elise_audio/Elise-data-train-00000-of-00001_1017.wav,1.21484375
Elise_audio/Elise-data-train-00000-of-00001_1018.mp3,1.66015625
Elise_audio/Elise-data-train-00000-of-00001_1018.wav,1.7861328125
Elise_audio/Elise-data-train-00000-of-00001_1019.mp3,2.41015625
Elise_audio/Elise-data-train-00000-of-00001_1019.wav,2.646484375
Elise_audio/Elise-data-train-00000-of-00001_102.mp3,1.771484375
Elise_audio/Elise-data-train-00000-of-00001_102.wav,1.9140625
Elise_audio/Elise-data-train-00000-of-00001_1020.mp3,2.3203125
Elise_audio/Elise-data-train-00000-of-00001_1020.wav,2.400390625
Elise_audio/Elise-data-train-00000-of-00001_1021.mp3,1.1513671875
Elise_audio/Elise-data-train-00000-of-00001_1021.wav,1.12890625
Elise_audio/Elise-data-train-00000-of-00001_1022.mp3,2.5546875
Elise_audio/Elise-data-train-00000-of-00001_1022.wav,2.681640625
Elise_audio/Elise-data-train-00000-of-00001_1023.mp3,2.4453125
Elise_audio/Elise-data-train-00000-of-00001_1023.wav,2.462890625
Elise_audio/Elise-data-train-00000-of-00001_1024.mp3,2.611328125
Elise_audio/Elise-data-train-00000-of-00001_1024.wav,2.56640625
Elise_audio/Elise-data-train-00000-of-00001_1025.mp3,1.9248046875
Elise_audio/Elise-data-train-00000-of-00001_1025.wav,1.830078125
Elise_audio/Elise-data-train-00000-of-00001_1026.mp3,1.2890625
Elise_audio/Elise-data-train-00000-of-00001_1026.wav,1.5771484375
Elise_audio/Elise-data-train-00000-of-00001_1027.mp3,2.33203125
Elise_audio/Elise-data-train-00000-of-00001_1027.wav,2.6640625
Elise_audio/Elise-data-train-00000-of-00001_1028.mp3,2.49609375
Elise_audio/Elise-data-train-00000-of-00001_1028.wav,2.724609375
Elise_audio/Elise-data-train-00000-of-00001_1029.mp3,2.484375
Elise_audio/Elise-data-train-00000-of-00001_1029.wav,2.513671875
Elise_audio/Elise-data-train-00000-of-00001_103.mp3,1.2783203125
Elise_audio/Elise-data-train-00000-of-00001_103.wav,1.1982421875
Elise_audio/Elise-data-train-00000-of-00001_1030.mp3,2.56640625
Elise_audio/Elise-data-train-00000-of-00001_1030.wav,2.68359375
Elise_audio/Elise-data-train-00000-of-00001_1031.mp3,1.6328125
Elise_audio/Elise-data-train-00000-of-00001_1031.wav,1.787109375
Elise_audio/Elise-data-train-00000-of-00001_1032.mp3,2.759765625
Elise_audio/Elise-data-train-00000-of-00001_1032.wav,2.79296875
Elise_audio/Elise-data-train-00000-of-00001_1033.mp3,2.748046875
Elise_audio/Elise-data-train-00000-of-00001_1033.wav,2.888671875
Elise_audio/Elise-data-train-00000-of-00001_1034.mp3,2.876953125
Elise_audio/Elise-data-train-00000-of-00001_1034.wav,3.05859375
Elise_audio/Elise-data-train-00000-of-00001_1035.mp3,2.625
Elise_audio/Elise-data-train-00000-of-00001_1035.wav,2.56640625
Elise_audio/Elise-data-train-00000-of-00001_1036.mp3,2.82421875
Elise_audio/Elise-data-train-00000-of-00001_1036.wav,3.087890625
Elise_audio/Elise-data-train-00000-of-00001_1037.mp3,2.4140625
Elise_audio/Elise-data-train-00000-of-00001_1037.wav,2.435546875
Elise_audio/Elise-data-train-00000-of-00001_1038.mp3,2.6875
Elise_audio/Elise-data-train-00000-of-00001_1038.wav,2.82421875
Elise_audio/Elise-data-train-00000-of-00001_1039.mp3,2.501953125
Elise_audio/Elise-data-train-00000-of-00001_1039.wav,2.537109375
Elise_audio/Elise-data-train-00000-of-00001_104.mp3,1.4267578125
Elise_audio/Elise-data-train-00000-of-00001_104.wav,1.521484375
Elise_audio/Elise-data-train-00000-of-00001_1040.mp3,2.57421875
Elise_audio/Elise-data-train-00000-of-00001_1040.wav,2.67578125
Elise_audio/Elise-data-train-00000-of-00001_1041.mp3,2.69140625
Elise_audio/Elise-data-train-00000-of-00001_1041.wav,2.818359375
