file_path,predicted_mos
Elise_audio/Elise-data-train-00000-of-00001_0.mp3,1.8134765625
Elise_audio/Elise-data-train-00000-of-00001_0.wav,1.97265625
Elise_audio/Elise-data-train-00000-of-00001_1.mp3,1.7861328125
Elise_audio/Elise-data-train-00000-of-00001_1.wav,1.884765625
Elise_audio/Elise-data-train-00000-of-00001_10.mp3,2.498046875
Elise_audio/Elise-data-train-00000-of-00001_10.wav,2.685546875
Elise_audio/Elise-data-train-00000-of-00001_100.mp3,2.1015625
Elise_audio/Elise-data-train-00000-of-00001_100.wav,2.23046875
Elise_audio/Elise-data-train-00000-of-00001_1000.mp3,2.033203125
Elise_audio/Elise-data-train-00000-of-00001_1000.wav,2.373046875
Elise_audio/Elise-data-train-00000-of-00001_1001.mp3,1.17578125
Elise_audio/Elise-data-train-00000-of-00001_1001.wav,1.1630859375
Elise_audio/Elise-data-train-00000-of-00001_1002.mp3,1.6845703125
Elise_audio/Elise-data-train-00000-of-00001_1002.wav,1.69921875
Elise_audio/Elise-data-train-00000-of-00001_1003.mp3,1.9443359375
Elise_audio/Elise-data-train-00000-of-00001_1003.wav,1.9814453125
Elise_audio/Elise-data-train-00000-of-00001_1004.mp3,2.853515625
Elise_audio/Elise-data-train-00000-of-00001_1004.wav,3.134765625
Elise_audio/Elise-data-train-00000-of-00001_1005.mp3,1.775390625
Elise_audio/Elise-data-train-00000-of-00001_1005.wav,1.7294921875
Elise_audio/Elise-data-train-00000-of-00001_1006.mp3,2.216796875
Elise_audio/Elise-data-train-00000-of-00001_1006.wav,2.28515625
Elise_audio/Elise-data-train-00000-of-00001_1007.mp3,2.525390625
Elise_audio/Elise-data-train-00000-of-00001_1007.wav,2.556640625
Elise_audio/Elise-data-train-00000-of-00001_1008.mp3,2.6171875
Elise_audio/Elise-data-train-00000-of-00001_1008.wav,2.693359375
Elise_audio/Elise-data-train-00000-of-00001_1009.mp3,1.00390625
Elise_audio/Elise-data-train-00000-of-00001_1009.wav,1.037109375
Elise_audio/Elise-data-train-00000-of-00001_101.mp3,2.29296875
Elise_audio/Elise-data-train-00000-of-00001_101.wav,2.326171875
Elise_audio/Elise-data-train-00000-of-00001_1010.mp3,2.20703125
Elise_audio/Elise-data-train-00000-of-00001_1010.wav,2.26171875
Elise_audio/Elise-data-train-00000-of-00001_1011.mp3,1.673828125
Elise_audio/Elise-data-train-00000-of-00001_1011.wav,1.970703125
Elise_audio/Elise-data-train-00000-of-00001_1012.mp3,1.916015625
Elise_audio/Elise-data-train-00000-of-00001_1012.wav,2.095703125
Elise_audio/Elise-data-train-00000-of-00001_1013.mp3,2.1796875
Elise_audio/Elise-data-train-00000-of-00001_1013.wav,2.556640625
Elise_audio/Elise-data-train-00000-of-00001_1014.mp3,3.181640625
Elise_audio/Elise-data-train-00000-of-00001_1014.wav,3.484375
Elise_audio/Elise-data-train-00000-of-00001_1015.mp3,2.416015625
Elise_audio/Elise-data-train-00000-of-00001_1015.wav,2.6328125
Elise_audio/Elise-data-train-00000-of-00001_1016.mp3,2.89453125
Elise_audio/Elise-data-train-00000-of-00001_1016.wav,3.015625
Elise_audio/Elise-data-train-00000-of-00001_1017.mp3,1.2470703125
Elise_audio/Elise-data-train-00000-of-00001_1017.wav,1.271484375
Elise_audio/Elise-data-train-00000-of-00001_1018.mp3,1.6572265625
Elise_audio/Elise-data-train-00000-of-00001_1018.wav,1.8232421875
Elise_audio/Elise-data-train-00000-of-00001_1019.mp3,2.537109375
Elise_audio/Elise-data-train-00000-of-00001_1019.wav,2.587890625
Elise_audio/Elise-data-train-00000-of-00001_102.mp3,1.8115234375
Elise_audio/Elise-data-train-00000-of-00001_102.wav,1.923828125
Elise_audio/Elise-data-train-00000-of-00001_1020.mp3,2.10546875
Elise_audio/Elise-data-train-00000-of-00001_1020.wav,2.39453125
Elise_audio/Elise-data-train-00000-of-00001_1021.mp3,1.14453125
Elise_audio/Elise-data-train-00000-of-00001_1021.wav,1.37109375
Elise_audio/Elise-data-train-00000-of-00001_1022.mp3,2.58984375
Elise_audio/Elise-data-train-00000-of-00001_1022.wav,2.845703125
Elise_audio/Elise-data-train-00000-of-00001_1023.mp3,2.390625
Elise_audio/Elise-data-train-00000-of-00001_1023.wav,2.591796875
Elise_audio/Elise-data-train-00000-of-00001_1024.mp3,2.59375
Elise_audio/Elise-data-train-00000-of-00001_1024.wav,2.583984375
Elise_audio/Elise-data-train-00000-of-00001_1025.mp3,1.978515625
Elise_audio/Elise-data-train-00000-of-00001_1025.wav,1.6376953125
Elise_audio/Elise-data-train-00000-of-00001_1026.mp3,1.3828125
Elise_audio/Elise-data-train-00000-of-00001_1026.wav,1.4775390625
Elise_audio/Elise-data-train-00000-of-00001_1027.mp3,2.306640625
Elise_audio/Elise-data-train-00000-of-00001_1027.wav,2.388671875
Elise_audio/Elise-data-train-00000-of-00001_1028.mp3,2.55078125
Elise_audio/Elise-data-train-00000-of-00001_1028.wav,2.76953125
Elise_audio/Elise-data-train-00000-of-00001_1029.mp3,2.515625
Elise_audio/Elise-data-train-00000-of-00001_1029.wav,2.5625
Elise_audio/Elise-data-train-00000-of-00001_103.mp3,1.265625
Elise_audio/Elise-data-train-00000-of-00001_103.wav,1.193359375
Elise_audio/Elise-data-train-00000-of-00001_1030.mp3,2.923828125
Elise_audio/Elise-data-train-00000-of-00001_1030.wav,2.765625
Elise_audio/Elise-data-train-00000-of-00001_1031.mp3,1.6240234375
Elise_audio/Elise-data-train-00000-of-00001_1031.wav,1.6640625
Elise_audio/Elise-data-train-00000-of-00001_1032.mp3,2.86328125
Elise_audio/Elise-data-train-00000-of-00001_1032.wav,2.716796875
Elise_audio/Elise-data-train-00000-of-00001_1033.mp3,2.8125
Elise_audio/Elise-data-train-00000-of-00001_1033.wav,2.974609375
Elise_audio/Elise-data-train-00000-of-00001_1034.mp3,2.80078125
Elise_audio/Elise-data-train-00000-of-00001_1034.wav,3.046875
