file_path,predicted_mos
Elise_audio/Elise-data-train-00000-of-00001_0.mp3,1.91015625
Elise_audio/Elise-data-train-00000-of-00001_0.wav,2.029296875
Elise_audio/Elise-data-train-00000-of-00001_1.mp3,1.73046875
Elise_audio/Elise-data-train-00000-of-00001_1.wav,1.9306640625
Elise_audio/Elise-data-train-00000-of-00001_10.mp3,2.7421875
Elise_audio/Elise-data-train-00000-of-00001_10.wav,2.625
Elise_audio/Elise-data-train-00000-of-00001_100.mp3,2.166015625
Elise_audio/Elise-data-train-00000-of-00001_100.wav,2.228515625
Elise_audio/Elise-data-train-00000-of-00001_1000.mp3,2.19140625
Elise_audio/Elise-data-train-00000-of-00001_1000.wav,2.22265625
Elise_audio/Elise-data-train-00000-of-00001_1001.mp3,1.1875
Elise_audio/Elise-data-train-00000-of-00001_1001.wav,1.400390625
Elise_audio/Elise-data-train-00000-of-00001_1002.mp3,1.9228515625
Elise_audio/Elise-data-train-00000-of-00001_1002.wav,2.09375
Elise_audio/Elise-data-train-00000-of-00001_1003.mp3,1.9189453125
Elise_audio/Elise-data-train-00000-of-00001_1003.wav,1.8515625
Elise_audio/Elise-data-train-00000-of-00001_1004.mp3,2.974609375
Elise_audio/Elise-data-train-00000-of-00001_1004.wav,3.015625
Elise_audio/Elise-data-train-00000-of-00001_1005.mp3,1.666015625
Elise_audio/Elise-data-train-00000-of-00001_1005.wav,1.6943359375
Elise_audio/Elise-data-train-00000-of-00001_1006.mp3,2.283203125
Elise_audio/Elise-data-train-00000-of-00001_1006.wav,2.341796875
Elise_audio/Elise-data-train-00000-of-00001_1007.mp3,2.724609375
Elise_audio/Elise-data-train-00000-of-00001_1007.wav,2.52734375
Elise_audio/Elise-data-train-00000-of-00001_1008.mp3,2.74609375
Elise_audio/Elise-data-train-00000-of-00001_1008.wav,2.7265625
Elise_audio/Elise-data-train-00000-of-00001_1009.mp3,1.115234375
Elise_audio/Elise-data-train-00000-of-00001_1009.wav,1.103515625
Elise_audio/Elise-data-train-00000-of-00001_101.mp3,2.404296875
Elise_audio/Elise-data-train-00000-of-00001_101.wav,2.298828125
Elise_audio/Elise-data-train-00000-of-00001_1010.mp3,2.18359375
Elise_audio/Elise-data-train-00000-of-00001_1010.wav,2.267578125
Elise_audio/Elise-data-train-00000-of-00001_1011.mp3,1.955078125
Elise_audio/Elise-data-train-00000-of-00001_1011.wav,2.095703125
Elise_audio/Elise-data-train-00000-of-00001_1012.mp3,2.0625
Elise_audio/Elise-data-train-00000-of-00001_1012.wav,2.029296875
Elise_audio/Elise-data-train-00000-of-00001_1013.mp3,2.734375
Elise_audio/Elise-data-train-00000-of-00001_1013.wav,2.51953125
Elise_audio/Elise-data-train-00000-of-00001_1014.mp3,3.44921875
Elise_audio/Elise-data-train-00000-of-00001_1014.wav,3.490234375
Elise_audio/Elise-data-train-00000-of-00001_1015.mp3,2.578125
Elise_audio/Elise-data-train-00000-of-00001_1015.wav,2.626953125
Elise_audio/Elise-data-train-00000-of-00001_1016.mp3,2.9140625
Elise_audio/Elise-data-train-00000-of-00001_1016.wav,2.935546875
Elise_audio/Elise-data-train-00000-of-00001_1017.mp3,1.1328125
Elise_audio/Elise-data-train-00000-of-00001_1017.wav,1.28125
Elise_audio/Elise-data-train-00000-of-00001_1018.mp3,1.8330078125
Elise_audio/Elise-data-train-00000-of-00001_1018.wav,1.861328125
Elise_audio/Elise-data-train-00000-of-00001_1019.mp3,2.7109375
Elise_audio/Elise-data-train-00000-of-00001_1019.wav,2.6640625
Elise_audio/Elise-data-train-00000-of-00001_102.mp3,1.923828125
